CÓDIGO DO RISCO,DESCRIÇÃO DO RISCO,CATEGORIA DO RISCO,NÍVEL DO RISCO,CLASSIFICAÇÃO DO RISCO,O QUE,QUEM,ONDE,POR QUE,COMO,INÍCIO,FIM,QUANTO,SITUAÇÃO,PERCETUAL DE EXECUÇÃO,OBSERVAÇÕES,UG,Situação Geral,Número de Ações,Quantidade de Eventos de Riscos
R.UGGDC.09,Ataques Cibernéticos ,Operacional,CRÍTICO,RESIDUAL,"Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para SIGADOC, PORTAIS LIFERAY",Robson,UGGDI,Para evitar riscos e vulnerabilidades nos ativos existentes dentro da empresa.,"Identificando, analisando e mitigando vulnerabilidades em sistemas, redes e aplicações através de ferramentas que produzirão relatórios, gráficos e insights de vulnerabilidades.",06/03/2025,31/12/2025,"R$ 0,00",,,,,,,
R.UGGDC.10,Indisponibilidade do Ambiente do Data Lake,Operacional,ALTO,RESIDUAL,"Regularizar licenciamento e suporte técnico das plataformas de BigData ""Cloudera""",Cássia,GEGD,Para garantir ambiente tecnológico adequado para o desenvolvimento de soluções de BI e BigData Lake Coorportivo,"1 -Elaborar TR para renovação de licença e suporte técnico (Clodera) de todos os produtos que contempla o Projeto de BigData

",17/01/2024,20/12/2024,"R$ 15.142.815,95",,,Processo Autorizado para Licitação -  MTI-PRO-2023/02416,,,,
R.UGGDC.11,Indisponibilidade do Ambiente de GeoProcessamento,Operacional,ALTO,RESIDUAL,Elaborar Termo de Referência ou desenvolver Parceria Estratégica de Soluções de GeoProcessamento,Cássia,GEGD,Possibilitar a atualização tecnológica de GeoProcessamento e mão de obra especializada,"1 - Elaborar ETP e TR para aquisição
2 - Prospecção de Parceria Estratégica de GeoProcessamento
",02/03/2024,21/12/2024,"R$ 0,00",,,Acordado junto a UGEN que será feito a atualização com a renovação tecnológica já existente.,,,,
R.UGGDC.12,Ataques cibernéticos ,Operacional,ALTO,RESIDUAL,Elaborar Projeto para Implementação de CSIRT - Centro de Tratamento de Incidêntes com objetivo de tratar todos e qualquer incidente Cibernético,Hercules,GEDC,Para garantir o tratamento adequado de Ataques Cibernéticos,"1 - Capacitar a Equipe Técnica 
2 - Elaboração do Projeto de CSIRT 
3 - Contratação de Soluções de CiberSegurança  
4 - Implementação das Soluções 
5 - Monitoramento
",03/03/2024,22/12/2024,"R$ 0,00",,,"Planejamento do Projeto Elaborado, porém passará por uma revisão, para começar as fases de execução. Projeto sendo acompanhando no ServiceNow",,,,
R.UGGDC.13,Falhas em Infraestrutura com indisponibilidade dos serviços de TIC ,,,,Criar redundancia para portais de governo - liferay - Nuvem Liferay,,,,,,,,,,,,,,
R.UGSDG.01,Falhas em Infraestrutura com indisponibilidade dos serviços de TIC ,Estratégico,,,Criar redundancia para portais de governo - liferay - Nuvem Liferay,,,,,,,,,,,,,,
R.UGSDG.02,Ataques Cibernéticos ,Estratégico,,,Implementar esteira de codigo seguro para SIGADOC,,,,,,,,,,,,,,
R.UGSDG.03,Ataques Cibernéticos ,Estratégico,,,"Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para SIGADOC, PORTAIS LIFERAY",,,,,,,,,,,,,,
R.UGSDG.04,Falta de vazão na entrega dos serviços por meio de parceria,Operacional,ALTO,RESIDUAL,Adequar tamanho dos pacotes de entrega confome capacidade das sprint,UGSDG,UGSDG,para entregar constantemente,"1-Orientar equipe interna
2-Orientar Parceira
3-Incluir o acordo na reunião de Kick Off
3-Acompanhar tamanho dos pacotes de entrega",,,,,,,,,,
R.UGSDG.05,Falta de vazão na entrega dos serviços por meio de parceria,Operacional,MODERADO,RESIDUAL,Automatizar processo por meio de ferramentas,UGSDG,UGSDG,para aumentar a fluidez do processo,"1-Estudar Ferramentas disponiveis no mercado
2-Identificar o que pode ser automatizado no Service Now
3-Executar as adequações
4-Treinar Equipe",,,,,,,,,,
R.UGSDG.06,Dificuldade para estabelecer pacotes de entrega de valor para o cliente,Operacional,MODERADO,RESIDUAL,Capacitar Perfil PO,UGSDG,UGSDG,para entregar valor para o negocio,"1-Identificar capacitações e informar no plano de Capacitação
2-Adquirir treinamentos /certificações
3-Realizar treinamentos / certificação",,,,,,,,,,
R.UGSDG.07,Dificuldade para estabelecer pacotes de entrega de valor para o cliente,Operacional,MODERADO,RESIDUAL,Avaliar a percepção do valor entregue,UGSDG,UGSDG,para aferir satisfação do cliente,"1-Definir pesquisa 
2-Avaliar mensalmente",,,,,,,,,,
R.UGSDG.08,"Falta de Integração dos processos (DEV, Comercial e Central)",Operacional,MODERADO,RESIDUAL,Integrar esteira dev e comercial,UGSDG,UGSDG,para desenvolver somente o que foi contratado ou autorizado comercialmente,"1-Definir os pontos possiveis de integração das equipes
2-Implantar Fluxo de Ordem de serviço
3-Implantar Fluxo de Faturamento",,,,,,,,,,
R.UGSDG.09,Falta de vazão na entrega dos serviços por meio de parceria,Operacional,MODERADO,RESIDUAL,Solicitar contratação de Pessoas para atuarem como Líder de Celula e Tech Lead,UGSDG,UGSDG,"para manter a capacidade de atuação, considerando o encerramento do contrato  temporário atual","1-Especificar perfil de Lider de Celula e Tech Lead
2-Reportar produtos /projetos impactados",,,,,,,,,,
R.UGSDG.10,UGSDG-D2S – Ausência ou Insuficiência de Projetos de Solução e Susttewntação de Software concebidos no ano correte e executados no ano subsequente,Operacional,ALTO,INERENTE,Normatizar concepção de Plano de Projetos de Solução e Susttewntação de Software concebidos no ano correte e executados no ano subsequente,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,1 - Garantir concepção e normatização de Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente,,,,,,,,,,
R.UGSDG.11,UGSDG-D2S – Oferta de Facilitadores Lideres de Produto (FALP-MTI) insuficiente para demanda de Projetos de Solução de Software sob operacionalização da parceira;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto a parceira,DIRC e DTIC,DIRC,Garantir  processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Facilitadores Lideres de Produto (FALP-MTI) para projetos registrados no PProjetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.12,UGSDG-D2S – Oferta de Especialista Líder Técnico (ESPT-MTI) insuficiente para demanda de Projetos de Solução de Software sob operacionalização da parceira;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto a parceira,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Especialista Líder Técnico (ESPT-MTI) para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.13,UGSDG-D2S – Oferta de Padronização Arquitetural normatizada e disponibilizada insuficiente para demanda de Projetos de Solução de Software sob operacionalização da parceira;,Operacional,ALTO,INERENTE,Processo de melhoria continua de Padronização Arquitetural normatizada e disponibilizada,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado a qualidade e a inteligência tecnologica das soluções entregues ao cliente,"1 - Garantir disponibilidade de Padronização Arquitetural normatizada para os projetos participantes do Plano de Projetos de Solução e Susttentação de Software concebidos no ano corrente e executados no ano subsequente
",,,,,,,,,,
R.UGSDG.14,UGSDG-D2S – Oferta de Equipe Técnica disponibilizada pela parceira insuficiente para demanda de Projetos de Solução de Software;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto a parceira,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Equipe Tecnica para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.15,UGSDG-D2S – Oferta de Facilitadores Lideres de Produto (FALP-MTI) insuficiente para demanda de Projetos de Solução de Software sob operacionalização interna;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto ao cliente,DIRC e DTIC,DIRC,Garantir  processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de PLano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Facilitadores Lideres de Produto (FALP-MTI) para projetos registrados no Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.16,UGSDG-D2S – Oferta de Especialista Líder Técnico (ESPT-MTI) insuficiente para demanda de Projetos de Solução de Software sob operacionalização interna;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto ao cliente,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Especialista Líder Técnico (ESPT-MTI) para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.17,UGSDG-D2S – Oferta de Padronização Arquitetural normatiza e disponibilizada insuficiente para demanda de Projetos de Solução de Software sob operacionalização interna;,Operacional,ALTO,INERENTE,Processo de melhoria continua de Padronização Arquitetural normatizada e disponibilizada,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado a qualidade e a inteligência tecnologica das soluções entregues ao cliente,"1 - Garantir disponibilidade de Padronização Arquitetural normatizada para os projetos participantes do Plano de Projetos de Solução e Susttentação de Software concebidos no ano corrente e executados no ano subsequente
",,,,,,,,,,
R.UGSDG.18,UGSDG-D2S – Oferta de Desenvolvedores insuficiente para demanda de Projetos de Solução de Software sob operacionalização interna.,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto ao cliente,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Equipe Tecnica para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.19,UGSDG-S2S – Oferta de Facilitadores Lideres de Produto (FALP-MTI) insuficiente para demanda de Sustentação de Solução de Software sob operacionalização da parceira;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto a parceira,DIRC e DTIC,DIRC,Garantir  processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Facilitadores Lideres de Produto (FALP-MTI) para projetos registrados no Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.21,UGSDG-S2S – Oferta de Especialista Líder Técnico (ESPT-MTI) insuficiente para demanda de Sustentação de Solução de Software sob operacionalização da parceira;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto a parceira,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Especialista Líder Técnico (ESPT-MTI) para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.22,UGSDG-S2S – Oferta de Padronização Arquitetural normatiza e disponibilizada insuficiente para demanda de Sustentação de Solução de Software sob operacionalização da parceira;,Operacional,ALTO,INERENTE,Processo de melhoria continua de Padronização Arquitetural normatizada e disponibilizada,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado a qualidade e a inteligência tecnologica das soluções entregues ao cliente,"1 - Garantir disponibilidade de Padronização Arquitetural normatizada para os projetos participantes do Plano de Projetos de Solução e Susttentação de Software concebidos no ano corrente e executados no ano subsequente
",,,,,,,,,,
R.UGSDG.23,UGSDG-S2S – Oferta de Equipe Técnica disponibilizada pela parceira insuficiente para demanda de Sustentação de Solução de Software sob operacionalização da parceira;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto a parceira,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Equipe Tecnica para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.24,UGSDG-S2S – Oferta de garantia de continuidade de Sustentação de Solução de Software sob operacionalização da parceira.,Operacional,ALTO,INERENTE,Garantir continuidade de sustentação de solução de software,DIRC e DTIC,DIRC,"Garantir continuidade de sustentação de solução de software, garantindo assim a continuidade digital do negócio do cliente","1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Equipe Tecnica para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.25,UGSDG-S2S – Oferta de Facilitadores Lideres de Produto (FALP-MTI) insuficiente para demanda de Sustentação de Solução de Software sob operacionalização interna;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto a parceira,DIRC e DTIC,DIRC,Garantir  processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Facilitadores Lideres de Produto (FALP-MTI) para projetos registrados no Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.26,UGSDG-S2S – Oferta de Especialista Líder Técnico (ESPT-MTI) insuficiente para demanda de Sustentação de Solução de Software sob operacionalização interna;,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto ao cliente,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Especialista Líder Técnico (ESPT-MTI) para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.27,UGSDG-S2S – Oferta de Padronização Arquitetural normatizada  e disponibilizada insuficiente para demanda de Sustentação de Solução de Software sob operacionalização interna;,Operacional,ALTO,INERENTE,Processo de melhoria continua de Padronização Arquitetural normatizada e disponibilizada,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado a qualidade e a inteligência tecnologica das soluções entregues ao cliente,"1 - Garantir disponibilidade de Padronização Arquitetural normatizada para os projetos participantes do Plano de Projetos de Solução e Susttentação de Software concebidos no ano corrente e executados no ano subsequente
",,,,,,,,,,
R.UGSDG.28,UGSDG-S2S – Oferta de Equipe Técnica disponibilizada insuficiente para demanda de Sustentação de Solução de Software sob operacionalização interna,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto ao cliente,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Equipe Tecnica para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.29,UGSDG-S2S – Oferta de garantia de continuidade de Sustentação de Solução de Software sob operacionalização interna,Operacional,ALTO,INERENTE,Garantir continuidade de sustentação de solução de software,DIRC e DTIC,DIRC,"Garantir continuidade de sustentação de solução de software, garantindo assim a continuidade digital do negócio do cliente","1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Equipe Tecnica para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGSDG.30,UGSDG-S2S – Oferta de Desenvolvedores insuficiente para demanda de Sustentação de Solução de Software sob operacionalização interna,Operacional,ALTO,INERENTE,Calibrar e otimizar expectativas e acordo de nivel de serviços(SLA) e acordo de nivel operacional(SLO) junto ao cliente,DIRC e DTIC,DIRC,Garantir processo de melhoria continua onde sempre é otimizado o tempo de resposta ao cliente com soluções entregues cada vez melhor e cada vez mais rapido,"1 - Garantir disponibilidade de Plano de Projetos de Solução de Software concebidos no ano corrente e executados no ano subsequente
2 - Garantir Equipe Tecnica para projetos registrados no Plano de Projetos de Solução e Sustentação de Software concebidos no ano corrente e executados no ano subsequente",,,,,,,,,,
R.UGARQ.01,Insatisfação do Cliente Devido à Qualidade dos Serviços ,Estratégico,CRÍTICO,INERENTE,Ampliar quantidade de aplicações cobertas por Sonar Qube em 40%,Fernando Tonon ,UGARQ,Melhorar a qualidade dos códigos fonte das aplicações,Fomentando o uso da ferramenta entre as equipes,01/01/2025,31/12/2025,N/A,,,,,,,
R.UGARQ.02,Insatisfação do Cliente Devido à Qualidade dos Serviços ,Estratégico,CRÍTICO,INERENTE,Implementar 1 agente de IA para qualidade e desenvolvimento de código,William Chitto,GIAP,Melhorar a qualidade dos códigos e suprir a falta de líderes técnicos e programadores experientes para verificação das entregas de código,Utilização de agentes de IA integrados ao gitlab para revisão das alterações no código fonte,01/01/2025,31/12/2025,"Workstations: aprox. R$ 500,000 Servidores aprox. R$ 3,000,000",,,É necessária a aquisição de hardware para processamento de IA. Foi iniciada a aquisição das workstations,,,,
R.UGARQ.03,Indisponibilidade da Plataforma de Simplificação ,Operacional,ALTO,RESIDUAL,"- Manter redundância dos ativos  e monitorar a saúde do ambiente
- Quanto ao risco contratual, apenas aceitar, pois é uma tecnologia proprietária e não tem como ter uma alterativa. Em caso de ocorrer a quebra de contrato, as aplicações precisam ser refeitas para não utilizar essa tecnologia.",William Chitto,GIAP,Mitigar a chance de indisponibilidade,"Monitorar o ambiente pelo Zabbix, e manter servidores redundantes rodando em paralelo",01/03/2024,31/12/2024,N/A,,,,,,,
R.UGARQ.04,Indisponibilidade do servidor seguro e central da MTI no Xvia,Operacional,MODERADO,RESIDUAL,"- Evoluir o xVia para ser entregue em formato de docker, assim fica mais fácil para provisionar outros ambientes em caso de falha
- Manter redundância dos servidores",George Oliveira,GASI,Mitigar a chance de indisponibilidade,"Compliar o xVia na versão nova e manter uma imagem de fácil deploy. 
Instalar várias instâncias dos servidores seguros para mitigar chance de indisponibilidade.",01/01/2024,30/06/2025,N/A,,,"Foi feito o deploy do SS da MTI no GKE, mas ocorreram alguns impedimentos para deploy no openshift que atrasaram o projeto. Nova estimativa é para junho/2025",,,,
R.UGARQ.05,Indisponibilidade do servidor seguro dos órgãos no Xvia,Operacional,ALTO,RESIDUAL,"- Prover suporte para as equipes dos clientes
- Evoluir o xVia para ser entregue em formato de docker, assim fica mais fácil para provisionar outros ambientes em caso de falha",George Oliveira,GASI,Mitigar a chance de indisponibilidade,Fornecer nova versão do xVia aos clientes,01/07/2025,31/12/2025,N/A,,,Aguardando finalizar o item R.UGARQ.02,,,,
R.UGARQ.06,Indisponibilidade de renovação do GCP,Operacional,ALTO,RESIDUAL,- Manter redundância das aplicações em ambiente local,Fernando Tonon ,UGARQ,Evitar a indisponibilidade das aplicações quando não houver mais contrato com o GCP,Recomendar aos responsáveis das aplicações a aplicação de uma arquitetura em que as aplicações sejam disponibilizadas em paralelo no ambiente da MTI,01/01/2024,31/12/2024,N/A,,,"Para mitigação desse risco, foi criado um template para uso nas esteiras de CI para facilitar a migração de um ambiente para outro. A solução pensada inicialmente de manter as aplicações rodando nos 2 ambientes se mostrou tecnicamente inviável devido a grande distância física entre os data centers da MTI e do Google (Cuiabá - São Paulo)",,,,
R.UGGDI.01,Ataques Cibernéticos ,Estratégico,CRÍTICO,INERENTE,Implementar esteira de codigo seguro para MT cidadao,UGGDI,UGGDI,Para que o processo de desenvolvimento do MT Cidadão atenda as exigências e boas práticas de segurança,"1. Treinamento da Equipe na ferramenta Fortify
2. Adequação da pipeline
3. Realização de scan periódicos",03/02/2025,30/07/2025,,,,,,,,
R.UGGDI.02,Ataques Cibernéticos ,Estratégico,CRÍTICO,INERENTE,"Implementar melhorias de segurança a partir dos relatórios de vulnerabilidade (tenable) para MT LOGIN, MT ID, MT.GOV.BR, MT CIDADÃO",UGGDI,UGGDI,Para que os produtos digitais da Plataforma de Governo Digital do Estado atenda as exigências e boas práticas de segurança,"1. Análise e priorização das vulnerabilidades apresentadas nos relatórios
2. Implementação das melhorias de segurança",01/04/2025,31/12/2025,,,,,,,,
R.UGGDI.03,A. Não priorizar a continuidade de negócio dos produtos de Identificação Digital do Cidadão da Plataforma de Governo Digital,Operacional,CRÍTICO,RESIDUAL,Priorização da continuidade de negócio dos produtos de Identificação Digital do Cidadão da Plataforma de Governo Digital,UGGDI,UGGDI,"Por se tratar de produtos altamente estratégicos, diretamente ligados à agenda estratégica de Governo Digital, os mesmos devem ser priorizados e estruturados para sua continuidade","1. Designar e capacitar os perfis previstos na IN 001/2025/MTI para os produtos de identificação digital do cidadão: MT Login, MT.id, MTI Valida
*** migração do mt.id para a celula da identificação digital ***
2. Monitorando a continuidade da parceria
3. Renovação do contrato de consumo 001
4. Nova parceria X-via",03/02/2025,31/12/2025,,EM ANDAMENTO,"15,00%","PONTO DE ATENÇÃO: MT.id sendo mantido pelo time Mandaloriano, é necessário mudar para o time Digital ID. Foi criada ug de arquitetura que está apoiando da evolução e continuidade dos produtos
Esmael está coordenando os produtos: MT Login, MTI Valida
Dedé está atuando no Prova de Vida, MT Login e MTI Valida
Foi iniciada a transferência de conhecimento do ambiente de infra do MTI valida para a equipe da MTI
Implementado monitoramento da VMs do MTI Valida no Zabbix. Foi solicitado a implementação do monitoramento dos pods openshift do MTI Valida no Kuma.
Está sendo negociado com a SEPLAG um contrato de sustentação da plataforma de governo digital
Está sendo elaborado o modelo de negócio e catálogo da nova parceria com a x-via",,,,
R.UGGDI.04,B. Não priorizar a continuidade de negócio dos produtos dos Canais de Atendimento Digitais da Plataforma de Governo Digital,Operacional,CRÍTICO,RESIDUAL,Priorização da continuidade de negócio dos produtos de dos produtos dos Canais de Atendimento Digitais da Plataforma de Governo Digital,UGGDI,UGGDI,"Por se tratar de produtos altamente estratégicos, diretamente ligados à agenda estratégica de Governo Digital, os mesmos devem ser priorizados e estruturados para sua continuidade","1. Designar e capacitar os perfis previstos na IN 001/2025/MTI para os produtos dos canais de atendimento digitais: MT Cidadaão, Portal de Serviços, Chatbot, Painel do Cidadão

2. Monitorando a continuidade da parceria
3. Renovação do contrato de consumo 001
4. Nova parceria X-via",03/02/2025,31/12/2025,,EM ANDAMENTO,"15,00%","PONTO DE ATENÇÃO: O PO do MT Cidadão é o Adauto da RW3
O analista José Dias foi designado como FALP para o MT Cidadão
Novo canal de atendimento ao cidadão: Chatbot e Whatsapp. Está sendo acompanhado pelo analista temporário Marcelo Mialho.
Está sendo negociado com a SEPLAG um contrato de sustentação da plataforma de governo digital.
Está sendo elaborado o modelo de negócio e catálogo da nova parceria com a x-via",,,,
R.UGGDI.05,C. Indisponibilidade dos produtos de Identificação Digital do Cidadão da Plataforma de Governo Digital,Operacional,CRÍTICO,RESIDUAL,Melhorar a disponibilidade dos produtos de Identificação Digital do Cidadão da Plataforma de Governo Digital,UGGDI,UGGDI,"Por se tratar de produtos altamente estratégicos, diretamente ligados à agenda estratégica de Governo Digital, os mesmos devem estar disponíveis 24x7","1. Designar e capacitar os perfis previstos na IN 001/2025/MTI para os produtos de identificação digital do cidadão: MT Login, MT.id, MTI Valida
2. Monitoramento 24x7 (contrato de consumo interno parceria TD)
3. Redundancia do ambiente tecnológico",03/02/2025,31/12/2025,"Valor do contrato consumo: R$ 4.778.935,20",EM ANDAMENTO,"15,00%","Monitoramento das VMS do MTI Valida já implementado
Os relatórios de disponibilidade do MT Login, MT.id e MTI Valida são gerados mensalmente para composição do indicador estratégico
Equipe do MTI Valida, MT Login: FALP - Esmael e Especialista Lider Técnico - Fabio Dedé",,,,
R.UGGDI.06,D. Indisponibilidade dos produtos dos Canais de Atendimento Digital da Plataforma de Governo Digital,Operacional,CRÍTICO,RESIDUAL,Melhorar a disponibilidade dos produtos dos Canais de Atendimento Digital da Plataforma de Governo Digital,UGGDI,UGGDI,"Por se tratar de produtos altamente estratégicos, diretamente ligados à agenda estratégica de Governo Digital, os mesmos devem estar disponíveis 24x7","1. Designar e capacitar os perfis previstos na IN 001/2025/MTI para os produtos dos canais de atendimento digitais: MT Cidadão, Portal de Serviços, Chatbot, Painel do Cidadão
2. Monitoramento 24x7 (contrato de consumo interno parceria TD)
3. Redundancia do ambiente tecnológico",03/02/2025,31/12/2025,"Valor do contrato consumo: R$ 4.778.935,20",EM ANDAMENTO,"15,00%","Monitoramento do Portal e MT Cidadão sendo realizado e acompanhado mensalmente e são utilizados na composição do indicador estratégico
Novo canal de atendimento ao cidadão: Chatbot e Whatsapp. Necessário implementar monitoramento do Chatbot e Whatsapp.
Equipe designada, conforme planilha DTIC - Equipes ",,,,
